Timestamp,Acc_X1,Acc_Y1,Acc_Z1,Lin_X1,Lin_Y1,Lin_Z1,Gyr_X1,Gyr_Y1,Gyr_Z1,Euler_X1,Euler_Y1,Euler_Z1,Quat_W1,Quat_X1,Quat_Y1,Quat_Z1,Acc_X2,Acc_Y2,Acc_Z2,Lin_X2,Lin_Y2,Lin_Z2,Gyr_X2,Gyr_Y2,Gyr_Z2,Euler_X2,Euler_Y2,Euler_Z2,Quat_W2,Quat_X2,Quat_Y2,Quat_Z2
10758.0,-0.1,9.2,-0.41,0.64,-0.54,0.22,10.81,4.38,-16.19,2.56,-4.31,-93.69,0.68,0.73,0.04,-0.02,3.88,8.94,-1.63,0.38,-0.09,-0.11,4.88,-2.56,58.94,335.63,21.44,-99.56,0.64,0.75,-0.13,0.14
10811.0,-0.87,9.09,-0.81,0.02,-0.63,-0.06,13.63,2.06,-22.69,3.19,-5.19,-94.38,0.68,0.73,0.05,-0.02,3.9,8.15,-1.96,0.2,-0.54,-0.27,-8.38,-17.25,59.94,333.38,24.25,-99.81,0.63,0.75,-0.15,0.15
10865.0,-0.17,9.06,-0.79,0.52,-0.54,0.16,12.06,-0.56,-13.0,4.63,-6.31,-95.19,0.67,0.74,0.05,-0.03,5.43,8.38,-1.66,1.0,-0.23,-0.13,-4.0,-2.94,53.88,331.44,26.81,-100.06,0.63,0.74,-0.17,0.16
10920.0,-0.56,8.99,-0.4,0.65,-0.68,0.59,16.25,-5.31,-16.38,5.44,-7.13,-95.88,0.67,0.74,0.06,-0.03,3.98,7.87,-1.69,-0.93,-0.48,-0.27,-15.0,-2.5,62.88,328.25,30.13,-99.63,0.63,0.73,-0.19,0.18
10978.0,-2.33,8.75,-1.92,-0.97,-0.87,-0.73,22.56,-5.38,-14.13,6.69,-7.94,-97.06,0.66,0.75,0.06,-0.04,5.41,8.74,-1.88,0.58,1.25,-0.7,-1.94,-8.31,60.5,325.19,33.75,-99.69,0.63,0.72,-0.22,0.2
11035.0,-2.32,9.35,-1.35,-0.77,-0.9,-0.17,14.5,-4.31,-6.25,7.75,-8.69,-98.0,0.66,0.75,0.06,-0.04,4.56,8.78,-1.41,-1.26,0.98,-0.24,-25.88,28.88,55.19,322.31,36.44,-98.5,0.63,0.71,-0.23,0.21
11088.0,-2.16,8.81,-2.45,-0.66,-0.76,-0.98,13.63,10.25,-2.0,7.81,-8.81,-98.69,0.65,0.76,0.07,-0.04,6.34,8.93,-1.86,0.14,1.38,-0.95,-23.38,16.38,50.94,319.69,39.13,-96.81,0.63,0.7,-0.25,0.24
11144.0,-1.89,8.76,-1.93,-1.11,-1.05,-0.02,5.5,15.19,2.56,7.06,-8.63,-99.31,0.65,0.76,0.07,-0.04,6.19,7.42,-0.41,-0.4,0.19,0.18,-15.06,22.56,51.56,316.38,42.25,-94.75,0.64,0.68,-0.26,0.25
11197.0,-1.21,8.34,-0.59,0.27,-1.2,1.05,12.38,5.94,-3.63,6.88,-8.69,-99.81,0.64,0.76,0.07,-0.04,7.11,6.79,-0.06,0.2,-0.15,0.3,-27.31,17.75,53.63,313.94,44.81,-93.06,0.64,0.67,-0.27,0.27
11248.0,-2.25,9.14,-1.62,-0.79,-0.38,0.17,14.25,8.31,3.0,6.31,-8.5,-100.69,0.64,0.77,0.07,-0.04,6.72,6.5,0.29,-0.51,-0.1,0.42,-21.31,13.06,55.25,311.63,47.5,-91.13,0.64,0.65,-0.28,0.29
11299.0,-1.02,8.69,-1.74,0.45,-0.8,0.17,19.0,-0.88,-0.13,6.94,-8.63,-101.38,0.63,0.77,0.07,-0.04,7.82,6.04,-0.08,0.24,-0.17,-0.07,-21.31,-2.69,64.69,309.25,50.63,-90.06,0.64,0.64,-0.3,0.3
11351.0,-2.02,9.22,-3.27,-0.51,-0.23,-1.16,21.25,15.75,-7.56,6.88,-8.81,-102.5,0.63,0.78,0.08,-0.04,7.86,6.45,-0.79,-0.02,0.62,-0.95,-15.56,10.88,57.5,306.81,53.44,-88.44,0.64,0.63,-0.32,0.32
11404.0,-1.13,8.65,-2.38,0.43,-0.75,-0.13,19.69,15.88,-9.44,6.88,-9.25,-103.69,0.62,0.78,0.08,-0.04,8.32,5.97,-0.19,0.36,0.99,-0.38,-12.38,14.0,55.0,303.81,56.69,-86.88,0.63,0.61,-0.33,0.34
11456.0,-3.76,9.35,-3.03,-1.83,0.17,-0.22,13.31,3.44,-5.75,6.44,-9.38,-104.56,0.61,0.79,0.09,-0.03,7.73,7.3,0.52,-0.69,2.3,0.11,-7.31,4.63,52.56,301.25,59.25,-85.31,0.63,0.6,-0.35,0.35
11508.0,-2.15,8.79,-2.65,-0.54,-0.53,-0.1,18.06,10.31,-0.31,6.56,-9.44,-105.25,0.61,0.79,0.09,-0.03,8.68,5.78,0.41,0.05,1.15,-0.09,-15.13,12.63,47.69,299.13,61.63,-83.63,0.63,0.59,-0.36,0.37
11563.0,-2.05,8.54,-3.53,-0.48,-0.74,-0.83,13.44,10.13,3.25,5.94,-9.25,-106.19,0.6,0.79,0.09,-0.03,8.21,5.42,-0.52,-0.06,0.93,-0.96,-8.44,3.44,50.56,296.69,64.38,-81.31,0.62,0.57,-0.37,0.38
11617.0,-1.41,8.46,-3.08,0.11,-0.79,-0.24,11.19,22.5,-1.69,4.75,-8.94,-107.0,0.6,0.8,0.1,-0.02,8.87,4.13,-0.24,-0.12,0.3,-0.96,-11.13,12.31,46.81,294.63,66.56,-79.31,0.62,0.56,-0.38,0.4
11673.0,-0.95,8.64,-2.82,0.0,0.0,-0.2,2.38,3.19,-3.31,3.88,-8.81,-107.56,0.59,0.8,0.1,-0.02,9.8,4.73,0.8,0.51,0.63,0.2,-2.0,7.38,40.94,292.06,69.0,-76.75,0.61,0.55,-0.39,0.41
11727.0,-2.16,8.56,-3.08,-0.64,-0.66,-0.12,7.13,5.0,-3.44,3.81,-8.88,-107.75,0.59,0.8,0.1,-0.02,9.49,3.95,0.95,0.24,0.82,0.04,-14.69,12.88,31.0,290.63,70.56,-73.81,0.61,0.54,-0.4,0.42
11785.0,-1.75,8.65,-3.05,-0.46,-0.32,0.21,0.44,-14.69,-0.63,4.81,-9.19,-107.81,0.59,0.8,0.1,-0.03,9.35,3.71,1.08,0.79,1.06,-0.36,-13.38,7.81,21.0,289.88,71.5,-70.06,0.61,0.53,-0.41,0.43
11839.0,-2.34,8.45,-3.76,-0.74,-0.77,-0.84,0.13,0.31,-1.0,5.75,-9.38,-107.56,0.59,0.8,0.1,-0.03,9.12,4.52,0.63,-0.21,1.73,-0.51,-11.25,6.31,12.88,289.56,72.13,-67.56,0.61,0.52,-0.41,0.43
11893.0,-1.21,8.87,-3.07,0.04,-0.39,-0.37,-1.5,-4.0,1.88,5.88,-9.38,-107.5,0.59,0.8,0.1,-0.03,9.48,3.9,1.31,0.12,1.23,0.11,-11.69,2.88,11.88,289.38,72.69,-65.44,0.61,0.52,-0.42,0.43
11948.0,-1.45,8.73,-2.6,0.11,-0.49,0.3,-1.25,-8.94,7.75,5.63,-9.13,-107.44,0.59,0.8,0.1,-0.03,8.86,3.69,1.31,-0.6,0.56,-0.25,-14.19,3.63,7.88,289.38,73.0,-63.75,0.61,0.51,-0.42,0.43
11999.0,-0.99,8.73,-3.87,0.51,-0.5,-0.97,-0.19,-1.75,6.75,5.5,-8.81,-107.38,0.59,0.8,0.09,-0.03,9.58,2.94,0.24,-0.04,0.19,-1.05,-7.56,-2.06,4.19,289.5,73.31,-63.13,0.61,0.51,-0.42,0.43
12050.0,-1.15,8.61,-2.94,0.31,-0.63,-0.05,-4.13,6.56,1.81,5.13,-8.63,-107.31,0.59,0.8,0.09,-0.03,9.73,2.65,0.35,0.33,0.16,-0.9,3.19,-0.75,-0.75,289.56,73.44,-63.13,0.61,0.51,-0.42,0.43
12100.0,-1.2,8.37,-2.64,0.27,-0.89,0.18,-9.69,0.25,-2.0,5.06,-8.63,-106.88,0.6,0.8,0.09,-0.03,9.33,3.09,1.12,-0.05,0.55,-0.1,9.13,-2.31,-10.06,289.56,73.19,-64.19,0.61,0.51,-0.42,0.43
12151.0,-2.18,9.31,-2.66,-0.69,0.02,0.09,-6.25,1.94,-1.19,5.0,-8.75,-106.5,0.6,0.8,0.09,-0.03,9.65,3.54,1.59,0.29,0.86,0.42,13.06,-6.69,-19.63,289.94,72.63,-66.31,0.61,0.52,-0.42,0.43
12201.0,-1.32,8.84,-2.73,0.17,-0.46,-0.04,-6.31,-2.69,0.31,5.19,-8.75,-106.13,0.6,0.79,0.09,-0.03,9.4,3.73,1.08,0.1,0.81,0.01,18.0,-9.06,-34.0,290.81,71.5,-69.81,0.61,0.53,-0.41,0.42
12253.0,-2.09,9.16,-2.37,-0.59,-0.15,0.29,-3.69,2.75,-1.56,4.88,-8.75,-106.0,0.6,0.79,0.09,-0.03,9.79,4.31,0.96,0.59,1.06,0.01,18.13,-11.31,-46.13,292.19,69.75,-73.75,0.61,0.54,-0.4,0.41
12305.0,-1.55,8.9,-2.73,-0.05,-0.43,-0.14,-11.06,-7.81,2.5,5.13,-8.75,-105.5,0.61,0.79,0.09,-0.03,8.99,4.55,0.67,-0.06,0.88,-0.13,20.63,-10.56,-55.75,294.06,67.44,-77.5,0.62,0.55,-0.39,0.4
12357.0,-1.88,8.82,-2.46,-0.48,-0.5,0.0,-7.81,-7.88,3.25,5.31,-8.69,-104.81,0.61,0.79,0.09,-0.03,9.13,5.11,0.57,0.26,0.99,-0.06,20.0,-18.44,-60.44,296.38,64.75,-81.19,0.62,0.58,-0.37,0.38
12408.0,-1.54,8.99,-2.3,-0.06,-0.39,0.09,-9.69,-11.38,5.56,5.75,-8.63,-104.31,0.61,0.78,0.08,-0.03,8.46,5.03,0.38,-0.12,0.41,-0.38,13.88,-16.31,-63.81,299.69,61.19,-84.94,0.62,0.59,-0.36,0.36
12462.0,-1.87,8.73,-2.7,-0.43,-0.68,-0.38,-8.5,-9.19,7.25,5.81,-8.44,-103.81,0.62,0.78,0.08,-0.03,8.09,5.53,-0.28,-0.24,0.38,-0.5,15.75,-21.88,-62.44,302.56,58.25,-87.56,0.63,0.61,-0.35,0.34
12516.0,-1.05,8.95,-2.49,0.41,-0.6,-0.28,-7.69,-8.94,3.88,6.19,-8.31,-103.31,0.62,0.78,0.07,-0.03,7.86,5.35,-0.42,-0.18,-0.24,-0.44,10.75,-15.13,-64.5,306.31,54.56,-90.0,0.63,0.63,-0.33,0.32
12571.0,-1.95,8.95,-2.64,-0.56,-0.5,-0.48,-8.88,-6.0,3.69,6.19,-8.19,-102.81,0.62,0.78,0.07,-0.03,7.69,5.92,-1.03,0.01,-0.15,-0.81,18.56,-20.44,-59.31,309.13,51.56,-92.06,0.63,0.64,-0.32,0.3
12630.0,-0.67,8.74,-2.54,0.74,-0.74,-0.51,-12.63,-3.75,-2.25,6.81,-8.31,-102.06,0.63,0.77,0.07,-0.04,7.24,6.16,-0.94,-0.03,-0.38,-0.48,19.44,-12.94,-61.38,312.44,47.94,-93.94,0.63,0.66,-0.3,0.28
12687.0,-1.54,8.92,-2.15,-0.17,-0.5,-0.02,-15.94,-4.25,-2.75,6.88,-8.44,-101.19,0.63,0.77,0.07,-0.04,6.89,6.64,-1.25,-0.18,-0.22,-0.45,22.94,-9.19,-57.13,315.25,44.56,-95.56,0.63,0.68,-0.28,0.26
12745.0,-1.3,9.01,-1.49,0.32,-0.49,0.0,-18.63,-5.13,-2.19,7.13,-8.63,-100.19,0.64,0.76,0.07,-0.04,6.31,7.01,-0.74,-0.21,-0.24,0.11,22.5,-4.38,-55.25,317.44,41.75,-96.75,0.63,0.69,-0.26,0.24
12800.0,-1.63,8.82,-1.38,-0.15,-0.74,0.18,-15.63,1.13,0.56,7.0,-8.63,-99.31,0.65,0.76,0.07,-0.04,5.58,7.19,-1.16,-0.61,-0.33,-0.13,23.31,-8.56,-53.13,319.5,39.19,-97.75,0.63,0.7,-0.24,0.23
12851.0,-1.9,9.23,-1.35,-0.44,-0.34,0.1,-14.06,-0.38,4.06,6.63,-8.5,-98.69,0.65,0.75,0.07,-0.04,5.17,8.53,-1.22,-0.78,0.82,0.0,19.75,-4.5,-54.63,322.06,36.13,-98.94,0.63,0.72,-0.23,0.21
12902.0,-2.28,9.23,-1.11,-0.91,-0.38,0.21,-17.06,-0.06,13.88,6.06,-8.06,-97.81,0.66,0.75,0.07,-0.03,4.71,8.6,-1.33,-0.62,0.37,0.15,18.0,-9.63,-59.0,324.69,33.25,-99.81,0.62,0.73,-0.21,0.2
12954.0,-1.92,9.27,-1.3,-0.67,-0.38,-0.11,-17.38,0.0,22.31,5.13,-7.25,-97.0,0.66,0.75,0.06,-0.03,3.83,9.12,-1.25,-1.1,0.78,0.23,7.31,1.25,-63.38,327.56,30.25,-100.06,0.63,0.73,-0.19,0.18
13005.0,-1.55,9.02,-1.16,-0.46,-0.66,-0.09,-14.06,-1.88,30.31,3.94,-6.06,-96.13,0.67,0.74,0.05,-0.02,3.93,8.9,-1.52,-0.51,0.3,0.0,4.94,1.5,-68.94,330.63,26.94,-99.94,0.63,0.74,-0.17,0.16
13057.0,-0.53,9.16,-1.47,0.04,-0.68,-0.32,-16.25,-1.75,34.06,2.44,-4.44,-95.38,0.67,0.74,0.04,-0.01,3.61,8.16,-1.98,-0.34,-0.67,-0.46,2.56,7.13,-66.88,333.63,23.81,-99.75,0.63,0.75,-0.14,0.15
13109.0,-0.19,8.98,-0.78,0.29,-0.77,0.0,-16.0,-4.44,34.38,0.88,-2.81,-94.56,0.68,0.73,0.03,-0.01,3.06,8.45,-1.43,-0.42,-0.58,0.06,-0.56,8.0,-62.5,336.13,20.81,-99.38,0.64,0.75,-0.12,0.13
13161.0,0.96,9.02,-0.66,1.18,-0.76,-0.01,-18.75,-2.56,30.19,359.5,-1.25,-93.75,0.68,0.73,0.02,0.0,4.2,8.23,-1.82,1.16,-0.96,-0.3,4.19,9.81,-54.44,338.88,18.0,-99.31,0.64,0.75,-0.1,0.12
13212.0,0.49,9.0,-0.35,0.49,-0.79,0.16,-14.38,-3.19,23.69,358.19,0.0,-93.0,0.69,0.73,0.01,0.01,2.49,8.29,-1.31,-0.31,-0.53,-0.11,2.13,17.88,-46.5,340.75,15.25,-99.0,0.64,0.75,-0.08,0.11
13263.0,0.78,9.32,-0.65,0.57,-0.46,-0.22,-11.44,-3.0,18.81,357.19,1.19,-92.5,0.69,0.72,0.0,0.02,3.17,8.99,-1.5,1.42,-0.31,0.01,1.88,0.44,-38.31,342.69,13.38,-99.06,0.64,0.76,-0.07,0.1
13316.0,0.62,9.15,-0.08,0.3,-0.64,0.24,-12.0,-5.38,12.25,356.63,2.0,-91.81,0.7,0.72,0.0,0.02,1.6,9.14,-1.37,-0.39,-0.33,0.12,0.88,16.19,-32.13,343.69,11.75,-98.94,0.64,0.76,-0.05,0.09
13370.0,0.54,9.15,-1.41,0.08,-0.64,-1.1,-1.38,-4.94,13.25,356.13,2.69,-91.81,0.7,0.72,-0.01,0.02,1.65,9.34,-1.75,0.08,-0.15,-0.18,0.44,-8.06,-25.5,345.31,10.19,-98.88,0.65,0.76,-0.04,0.08
13426.0,1.26,9.16,-0.16,0.61,-0.65,0.04,-5.38,-9.25,9.25,355.81,3.31,-91.94,0.69,0.72,-0.02,0.03,2.02,9.09,-1.47,0.47,-0.47,0.02,-1.38,2.94,-18.75,346.63,9.06,-98.88,0.65,0.76,-0.03,0.08
13480.0,1.35,9.16,-0.05,0.69,-0.61,0.23,-3.44,-6.56,2.38,355.69,3.81,-91.63,0.7,0.72,-0.02,0.03,1.72,9.2,-1.14,0.34,-0.32,0.21,-3.94,1.0,-5.75,347.44,8.44,-98.75,0.65,0.76,-0.03,0.07
13536.0,1.57,9.18,0.52,0.76,-0.48,0.22,0.81,-2.94,-4.0,355.69,4.0,-91.44,0.7,0.72,-0.02,0.03,1.96,9.36,-1.44,0.5,-0.22,0.01,-0.88,2.44,1.5,347.38,8.5,-98.56,0.65,0.76,-0.03,0.07
13590.0,0.47,9.33,-0.21,-0.14,-0.45,0.05,1.63,-2.13,-7.88,356.0,3.63,-91.5,0.7,0.72,-0.02,0.02,1.26,9.52,-1.36,-0.12,-0.02,0.13,-1.69,-12.0,7.63,347.38,8.81,-98.56,0.65,0.76,-0.04,0.07
13646.0,0.68,9.3,0.1,0.53,-0.45,0.37,4.06,-2.25,-7.25,356.69,3.19,-91.69,0.7,0.72,-0.02,0.02,1.81,9.5,-0.91,0.24,-0.06,0.56,4.31,-6.81,11.0,347.56,9.19,-98.75,0.65,0.76,-0.04,0.07
13699.0,-0.22,9.69,-0.46,-0.57,-0.18,-0.02,5.56,-7.88,-6.75,357.19,2.81,-92.0,0.69,0.72,-0.02,0.02,1.1,9.62,-1.63,-0.57,0.08,-0.12,1.81,-10.31,13.44,347.06,9.81,-99.0,0.65,0.76,-0.05,0.07
13751.0,0.44,9.13,-0.47,0.01,-0.65,-0.1,-1.38,-1.38,-7.56,357.88,2.5,-92.13,0.69,0.72,-0.02,0.01,1.87,9.03,-1.47,0.08,-0.48,0.04,-1.5,-2.69,17.31,346.69,10.5,-99.06,0.65,0.76,-0.05,0.08
13801.0,1.03,9.34,-1.17,0.68,-0.44,-0.84,-8.75,3.31,-12.31,358.19,2.0,-91.88,0.7,0.72,-0.01,0.01,1.98,9.33,-1.07,0.04,-0.15,0.45,5.81,-1.19,20.25,345.88,11.38,-99.13,0.64,0.76,-0.06,0.08
13852.0,0.69,8.83,-0.09,0.43,-0.96,0.25,8.63,1.56,-11.0,358.44,1.5,-91.94,0.69,0.72,-0.01,0.01,2.15,9.04,-1.68,0.0,-0.38,-0.07,1.94,-11.81,30.31,344.69,12.63,-99.69,0.64,0.76,-0.07,0.09
13902.0,0.55,9.42,0.01,0.4,-0.36,0.44,14.25,12.25,-15.5,358.69,0.88,-92.5,0.69,0.72,0.0,0.01,1.78,9.31,-1.1,-0.63,-0.05,0.5,0.75,-5.88,41.5,343.25,14.25,-99.69,0.64,0.76,-0.08,0.09
13954.0,0.09,9.05,-0.99,0.07,-0.73,-0.43,16.25,2.13,-19.06,359.13,0.06,-93.19,0.69,0.73,0.0,0.0,2.64,8.7,-2.01,-0.13,-0.55,-0.37,5.63,-5.88,48.69,341.38,16.5,-100.0,0.64,0.76,-0.1,0.11
14006.0,0.41,9.63,-0.3,0.55,-0.14,0.36,13.88,15.56,-20.25,359.69,-0.81,-93.94,0.68,0.73,0.02,0.0,2.84,9.46,-2.26,-0.32,0.33,-0.59,3.25,5.94,51.63,338.38,19.31,-100.31,0.63,0.76,-0.12,0.12
14057.0,-1.13,9.05,-1.22,-0.43,-0.6,-0.6,14.44,10.31,-18.13,359.81,-1.88,-94.81,0.68,0.74,0.03,0.0,2.13,8.98,-1.75,-0.85,-0.08,0.05,2.94,-8.13,57.56,335.88,22.06,-100.5,0.63,0.75,-0.14,0.13
14109.0,-0.94,9.38,-0.94,-0.45,-0.36,0.0,15.0,-1.56,-21.0,0.63,-2.81,-95.5,0.67,0.74,0.03,0.0,3.93,8.66,-1.21,-0.16,-0.06,0.51,1.69,-4.31,61.81,333.31,24.75,-101.19,0.62,0.75,-0.16,0.15
14161.0,-0.4,8.52,-1.41,0.26,-1.19,-0.34,15.81,-5.31,-21.69,2.13,-3.88,-96.25,0.67,0.74,0.04,-0.01,4.3,7.3,-1.98,-0.28,-1.19,-0.3,-7.38,2.19,66.06,330.19,27.88,-101.19,0.62,0.74,-0.18,0.17
14214.0,-0.9,9.6,-1.05,-0.07,-0.09,0.14,12.75,8.5,-22.06,2.94,-4.88,-97.0,0.66,0.75,0.05,-0.02,5.73,8.89,-1.54,0.73,0.6,0.04,-19.0,14.13,49.94,327.69,30.56,-100.88,0.62,0.74,-0.2,0.18
14265.0,-1.44,8.26,-1.9,-0.41,-1.39,-0.56,17.31,18.13,-24.0,3.56,-6.0,-97.81,0.66,0.75,0.06,-0.02,3.7,6.5,-1.65,-1.68,-1.56,-0.22,-10.5,-0.81,60.13,325.06,33.31,-100.0,0.62,0.73,-0.22,0.2
14318.0,-1.14,9.28,-1.23,0.89,-0.67,0.16,17.06,-23.38,-18.81,5.19,-7.13,-98.81,0.65,0.76,0.06,-0.03,6.58,8.19,-1.31,0.55,-0.05,-0.03,-17.31,8.06,54.63,322.31,36.63,-100.19,0.62,0.72,-0.24,0.21
14371.0,-2.08,8.98,-1.19,-0.71,-0.58,0.46,20.75,4.5,-15.13,6.38,-8.0,-99.81,0.64,0.76,0.07,-0.04,5.12,6.81,-0.93,0.03,0.13,0.28,-15.0,3.69,55.06,319.38,39.75,-99.0,0.62,0.7,-0.25,0.23
14430.0,-0.56,8.65,-2.25,0.94,-0.85,-0.42,16.5,-6.69,-12.69,7.94,-8.88,-100.81,0.64,0.77,0.07,-0.04,6.29,7.14,-1.02,-0.31,-0.02,0.0,-20.75,22.25,48.81,317.13,42.31,-98.13,0.62,0.69,-0.27,0.24
14486.0,-2.19,9.19,-1.63,-0.72,-0.21,0.26,19.69,0.44,-7.13,8.56,-9.38,-102.06,0.63,0.77,0.07,-0.05,6.73,7.21,-0.85,-0.17,0.53,-0.22,-16.63,1.5,58.56,314.19,45.5,-96.75,0.62,0.68,-0.29,0.26
14541.0,-2.51,8.46,-3.69,-0.86,-0.96,-1.55,15.44,2.38,-2.5,9.44,-9.63,-102.75,0.62,0.78,0.07,-0.05,6.25,7.8,-1.58,-1.06,1.3,-0.95,-14.88,20.69,54.5,311.19,48.75,-95.25,0.62,0.66,-0.3,0.28
14601.0,-2.81,9.1,-1.42,-1.15,-0.28,0.89,18.81,2.25,-1.13,9.13,-9.69,-103.88,0.62,0.78,0.07,-0.05,7.97,6.62,-0.33,0.31,0.52,0.11,-16.31,9.19,53.94,308.63,51.38,-94.19,0.62,0.65,-0.31,0.3
14652.0,-1.98,10.15,-3.49,-0.33,0.81,-0.97,25.0,13.19,4.19,9.25,-9.69,-105.06,0.61,0.79,0.07,-0.05,7.51,6.65,-0.63,-0.4,0.87,-0.39,-18.5,18.94,47.75,306.56,53.81,-92.31,0.62,0.64,-0.33,0.31
14704.0,-1.01,8.72,-2.26,0.63,-0.58,0.34,6.06,-7.94,-4.38,9.13,-9.63,-105.63,0.6,0.79,0.08,-0.05,8.35,5.88,-0.35,0.2,0.43,-0.26,-17.63,5.81,49.75,304.56,56.19,-90.88,0.62,0.62,-0.34,0.33
14755.0,-2.01,8.95,-2.88,-0.34,-0.32,-0.19,12.94,14.63,-4.94,9.06,-9.75,-106.19,0.6,0.8,0.08,-0.05,8.24,5.63,0.36,-0.11,0.5,0.26,-21.13,15.06,42.44,302.88,58.44,-88.88,0.62,0.61,-0.35,0.34
14808.0,-1.0,8.62,-3.15,0.84,-0.76,-0.62,3.38,-13.0,-4.63,9.56,-10.06,-106.56,0.6,0.8,0.08,-0.05,8.26,5.36,-0.42,-0.27,0.55,-0.69,-17.94,9.69,44.75,301.13,60.56,-86.81,0.62,0.6,-0.36,0.35
14860.0,-2.12,9.97,-3.67,-0.38,0.75,-0.83,11.0,9.69,-7.38,9.38,-10.19,-107.13,0.59,0.8,0.08,-0.05,9.1,5.4,-0.3,-0.22,1.1,-0.31,-15.44,13.75,44.63,299.13,63.13,-84.19,0.62,0.58,-0.37,0.37
14912.0,-2.08,8.87,-2.23,-0.29,-0.32,0.66,5.94,2.13,-6.69,9.56,-10.5,-107.44,0.59,0.8,0.09,-0.05,8.77,5.05,0.82,-0.13,0.98,0.27,-10.75,3.63,45.5,297.13,65.25,-82.38,0.62,0.57,-0.38,0.38
14963.0,-2.55,8.76,-2.93,-0.75,-0.4,0.05,9.25,8.31,-3.25,9.31,-10.56,-108.0,0.59,0.8,0.09,-0.05,8.84,4.87,0.6,-0.2,1.16,-0.06,-10.56,13.5,44.94,295.31,67.31,-79.69,0.62,0.56,-0.39,0.39
15014.0,-1.81,8.74,-2.9,-0.02,-0.4,0.14,5.75,0.81,-0.56,9.13,-10.5,-108.38,0.59,0.8,0.09,-0.05,9.1,4.56,1.38,-0.05,1.15,0.62,-13.75,6.06,42.81,293.69,69.06,-77.38,0.61,0.55,-0.4,0.4
15066.0,-0.57,8.59,-3.57,1.19,-0.53,-0.43,13.13,1.81,2.63,9.06,-10.38,-108.94,0.58,0.81,0.09,-0.05,9.61,3.87,-0.29,0.34,0.81,-1.19,-21.31,15.69,40.88,292.38,71.0,-73.69,0.61,0.53,-0.41,0.41
15118.0,-2.32,8.18,-3.08,0.3,-1.14,-0.18,3.5,4.13,6.38,8.25,-9.94,-109.44,0.58,0.81,0.09,-0.04,8.92,2.88,0.76,-0.43,0.17,-0.26,-10.75,6.31,44.25,290.75,72.75,-69.13,0.61,0.52,-0.42,0.42
15169.0,-1.45,8.7,-3.79,-0.06,-0.56,-0.76,7.56,15.94,1.31,7.5,-9.63,-109.88,0.57,0.81,0.09,-0.04,9.06,2.57,0.49,-0.37,0.18,-0.65,-14.06,17.56,37.38,289.31,74.25,-64.38,0.61,0.5,-0.43,0.43
15221.0,-2.52,9.12,-3.14,-0.91,0.05,0.22,6.25,18.31,0.38,6.5,-9.38,-110.31,0.57,0.81,0.1,-0.03,9.95,2.84,1.33,0.44,0.83,0.06,-7.25,2.75,38.88,287.44,75.94,-57.75,0.61,0.49,-0.44,0.44
15278.0,-1.96,8.46,-3.16,-0.7,-0.33,0.35,5.44,12.06,0.88,5.69,-9.13,-110.69,0.57,0.82,0.1,-0.03,9.63,2.87,1.67,-0.35,1.26,0.41,-10.31,8.63,30.75,285.94,77.25,-50.94,0.6,0.48,-0.45,0.45
15332.0,-0.98,8.96,-3.94,0.52,-0.07,-0.45,8.31,6.88,5.56,4.94,-8.81,-111.06,0.57,0.82,0.1,-0.02,9.91,1.7,0.98,0.31,0.26,-0.42,-10.13,0.69,24.44,285.06,78.13,-45.75,0.6,0.47,-0.45,0.46
15389.0,-0.32,8.48,-4.13,1.2,-0.5,-1.23,3.5,-1.31,2.56,4.56,-8.5,-111.44,0.56,0.82,0.1,-0.02,9.23,1.65,0.42,-0.41,0.52,-1.08,-9.13,3.38,18.75,284.31,78.75,-39.94,0.6,0.46,-0.46,0.46
15443.0,-2.18,8.39,-3.71,-0.77,-0.63,-0.15,-3.25,2.5,1.63,4.06,-8.25,-111.44,0.56,0.82,0.1,-0.02,9.42,1.87,1.51,-0.2,0.79,0.05,-2.13,1.69,13.63,283.56,79.31,-36.44,0.6,0.46,-0.46,0.47
15501.0,-1.63,8.71,-3.81,-0.22,-0.32,-0.26,-2.5,-4.13,2.81,3.94,-8.19,-111.38,0.56,0.82,0.1,-0.02,9.26,2.06,1.42,-0.4,0.78,0.0,-8.94,3.44,7.75,283.5,79.38,-33.88,0.6,0.45,-0.47,0.47
15554.0,-0.91,8.75,-3.21,0.46,-0.28,0.31,1.63,-5.44,4.25,4.06,-8.06,-111.31,0.57,0.82,0.1,-0.02,9.59,1.05,1.02,-0.04,0.1,-0.47,-9.63,1.75,2.63,283.63,79.5,-32.38,0.6,0.45,-0.47,0.47
15605.0,-0.35,8.5,-4.23,1.0,-0.53,-0.69,-0.63,-2.25,2.69,4.06,-7.94,-111.31,0.56,0.82,0.09,-0.02,9.18,1.11,0.75,-0.45,0.16,-0.76,0.44,-2.25,-1.19,283.75,79.5,-32.13,0.6,0.45,-0.47,0.47
15657.0,-1.21,8.99,-3.28,0.12,-0.05,0.25,1.06,7.81,-2.06,3.56,-7.88,-111.38,0.56,0.82,0.1,-0.02,9.44,1.22,1.32,-0.19,0.24,-0.15,0.81,-2.81,-5.06,283.88,79.56,-33.44,0.6,0.45,-0.47,0.47
